key,text
setup.steps.server.description,Start ComfyUI with configured server options and wait for the local port.
setup.steps.launch.title,Launch Nexus
setup.steps.launch.description,Hand off to the existing WebView login sequence once the server is ready.
loading.preparing_nexus_title,Preparing Nexus
loading.preparing_nexus_detail,Connecting to ComfyUI and preparing your workspace.
loading.preparing_nexus_status,PREPARING NEXUS...
loading.bridge_online_title,Nexus Connected
loading.bridge_online_detail,ComfyUI connection confirmed.
loading.bridge_online_status,NEXUS READY
loading.finalizing_title,Finalizing Workspace
loading.finalizing_detail,"Mounting tools, syncing shell controls, and preparing the reveal."
loading.finalizing_status,PLEASE STAND BY // PREPARING WORKSPACE...
loading.comfy_unreachable_title,ComfyUI Core Unreachable
loading.comfy_unreachable_status,COMFYUI CORE UNREACHABLE // RETRYING...
loading.bridge_timeout_title,Nexus Connection Timed Out
loading.bridge_timeout_detail,Nexus could not complete its connection to ComfyUI. Check the Nexus bridge extension, then retry.
loading.bridge_timeout_status,NEXUS CONNECTION TIMEOUT // SETUP AVAILABLE
toast.interrupting_job,Interrupting current job...
setup.console.boot_canceled,Boot sequence was canceled before the server became ready.
setup.console.boot_failed_with_message,Boot sequence failed: {0}
setup.console.maintenance_completed,Setup maintenance completed.\nContinue setup before booting.
views.shell.header_view.nexus_status,Nexus status
views.shell.header_view.nexus_status_help,Open the current Nexus status action.
views.rail.rail_view.collapse,Collapse rail
views.rail.rail_view.collapse_help,Hide the active rail panel.
views.overlays.canvas_toolbar_view.help_center_help,Open Nexus help.
views.overlays.canvas_toolbar_view.terminal_help,Toggle the ComfyUI terminal panel.
views.overlays.canvas_toolbar_view.shortcuts_help,Toggle the shortcut reference panel.
views.overlays.canvas_toolbar_view.mode,Canvas mode
views.overlays.canvas_toolbar_view.mode_help,Switch between canvas hand and select modes.
views.overlays.canvas_toolbar_view.fit_help,Fit the graph to the visible canvas.
views.overlays.canvas_toolbar_view.zoom,Zoom control
views.overlays.canvas_toolbar_view.zoom_help,Open ComfyUI zoom controls.
views.overlays.canvas_toolbar_view.map_help,Toggle the ComfyUI minimap.
views.overlays.canvas_toolbar_view.links_help,Toggle ComfyUI link visibility.
views.shell.control_deck_view.reboot,Reboot system
views.shell.control_deck_view.reboot_help,Restart the ComfyUI backend with the current Nexus settings.
views.shell.control_deck_view.patch_hud,Patch local HUD
views.shell.control_deck_view.patch_hud_help,Copy the local HUD patch into the active ComfyUI custom nodes folder.
views.shell.control_deck_view.patch_bridge,Patch Nexus Bridge
views.shell.control_deck_view.patch_bridge_help,Copy the Nexus Bridge extension into the active ComfyUI custom nodes folder.
views.shell.control_deck_view.log_file,Log file
views.shell.control_deck_view.log_file_help,Open the latest Nexus runtime log.
views.shell.control_deck_view.log_open,Open
views.shell.control_deck_view.clear,Clear console
views.shell.control_deck_view.clear_help,Clear the Nexus console log view.
views.rail.tools.assets.assets_browser_view.add_bookmark,Add bookmark
views.rail.tools.assets.assets_browser_view.add_bookmark_help,Add the current asset location to bookmarks.
views.rail.tools.assets.assets_browser_view.remove_bookmark,Remove bookmark
views.rail.tools.assets.assets_browser_view.remove_bookmark_help,Remove the selected asset bookmark.
views.rail.tools.assets.assets_browser_view.refresh_help,Refresh the active asset root.
views.rail.tools.assets.assets_browser_view.open_current_folder_in_explorer_help,Open the active asset folder in Explorer.
views.rail.tools.assets.assets_browser_view.clear_search,Clear asset search
views.rail.tools.assets.assets_browser_view.clear_search_help,Clear the asset search text.
views.rail.tools.media_assets.media_assets_view.output_help,Show generated output media.
views.rail.tools.media_assets.media_assets_view.input_help,Show input media files.
views.rail.tools.media_assets.media_assets_view.sort,Sort media
views.rail.tools.media_assets.media_assets_view.sort_help,Toggle media sort order.
views.rail.tools.media_assets.media_assets_view.view_mode_help,Change the number of thumbnail columns.
views.rail.tools.media_assets.media_assets_view.refresh_help,Refresh the active media folder.
views.rail.tools.media_assets.media_assets_view.open_folder_help,Open the active media folder in Explorer.
views.rail.tools.media_assets.media_assets_view.clear_search,Clear media search
views.rail.tools.media_assets.media_assets_view.clear_search_help,Clear the media search text.
views.rail.tools.media_assets.media_assets_view.select_all_help,Select all media files in the active view.
views.rail.tools.media_assets.media_assets_view.deselect_all_help,Clear the current media selection.
views.overlays.command_menu_view.restart_server_help,Restart the ComfyUI backend with the current Nexus settings.
views.overlays.command_menu_view.settings_help,Open Nexus settings.
views.overlays.command_menu_view.help_help,Open Nexus help.
views.overlays.command_menu_view.about_help,Open Nexus version and runtime details.
views.overlays.command_menu_view.exit_help,Close Nexus. If ComfyUI is running, choose how to handle the server.
views.overlays.canvas_mode_menu_view.select_help,Use select mode for nodes and canvas objects.
views.overlays.canvas_mode_menu_view.hand_help,Use hand mode to pan the canvas.
tooling.path.drive_notice,"Nexus temporary tooling drive\n\nWhy this drive exists\nNexus creates a temporary drive alias only while setup tools such as Python, Git, pip, or archive extraction are running.\nThe alias keeps Windows paths short enough for those tools to work reliably.\n\nNormal behavior\nThe drive disappears automatically after the current Nexus setup, repair, update, or installation task completes.\nNo action is needed while Nexus is running.\n\nIf this drive remains after Nexus has closed or crashed\n1. Confirm that Nexus for ComfyUI is no longer running.\n2. Double-click UNMOUNT_THIS_NEXUS_DRIVE.cmd from this folder.\n3. Confirm the Windows prompt only when you want to remove the drive.\n\nSafety\nThe unmount script removes only temporary drive aliases that point to this exact Nexus runtime folder.\nIt does not remove unrelated drives or user-created mappings."
