key,text
setup.comfy_core.using_remote_latest,已選擇遠端最新 ComfyUI 原始碼。
setup.comfy_core.using_builtin_source,已選擇內建相容 ComfyUI 原始碼。
setup.comfy_core.work_hint_remote_latest,通常需要 10-25 分鐘，取決於網路和 dependency cache。
setup.comfy_core.work_hint_builtin_source,通常需要 8-20 分鐘，取決於 dependency cache。
setup.comfy_core.recover_failed,恢復 ComfyUI Core 失敗：{0}
setup.base_model.title,Base Model Checkpoint
setup.base_model.description,產生圖像所需的預設 Stable Diffusion 模型。
setup.base_model.present,Base model 已存在。
setup.base_model.missing,缺少 Base model checkpoint。
setup.base_model.option_download,下載模型
setup.base_model.option_download_description,Nexus 可以幫你下載。
setup.base_model.work_hint_download,模型檔案較大。\n網路較慢時可能需要很久。
setup.base_model.download_confirm_title,下載 Base model？
setup.base_model.download_confirm_message,這是較大的模型檔案。\n網路較慢時可能需要很久。\n下載過程中可以取消，也可以改用瀏覽器下載。
setup.base_model.download_confirm_accept,下載
setup.base_model.canceling_download,正在取消下載...
setup.base_model.download_canceled,已取消 Base model 下載。
setup.base_model.option_browser_download,在瀏覽器下載
setup.base_model.option_browser_download_description,開啟模型 URL。\n完成後放入下方路徑。
setup.base_model.option_skip,暫時略過
setup.base_model.skipped,已略過 Base model 下載。
setup.base_model.browser_download_started,已在瀏覽器中開啟模型下載。\n完成後請放入下方路徑。
setup.base_model.browser_open_failed,無法開啟模型下載 URL。
setup.base_model.browser_open_failed_with_error,無法開啟模型下載 URL：{0}
setup.base_model.download_success,Base model 已下載。
setup.base_model.download_failed,下載 Base model 失敗：{0}
setup.extensions.title,ComfyUI Extensions
setup.extensions.description,執行 Nexus 所需的必要擴充。
setup.extensions.item_installed,{0}: 已安裝
setup.extensions.item_pending,{0}: 等待安裝
setup.extensions.check_failed,Extension 檢查失敗：{0}
setup.extensions.option_install,安裝 Extensions
setup.extensions.prepare_success,代管 extensions 已準備好。Python 安裝腳本會在伺服器啟動前執行。
setup.extensions.install_failed,安裝 Manager/Extensions 失敗：{0}
common.next,下一步
setup.action.launch_nexus,啟動 NEXUS
setup.status.requirements_pending,必要項等待中
setup.console.recover_boot_title,修復 runtime 並啟動？
setup.console.recover_boot_message,會同步 ComfyUI requirements，並為所選伺服器 runtime 修復 CUDA PyTorch wheel。\n接著 Nexus 會啟動伺服器。可能需要幾分鐘。\n\n目標：{0}
setup.console.recover_boot,修復並啟動
setup.console.repair_before_boot,包含修復
setup.console.state_standby,待命
setup.console.state_initializing,初始化中
setup.console.state_booting,啟動中
setup.console.state_failed,失敗
setup.console.state_online,在線
setup.console.badge_ready,就緒
setup.console.badge_boot,啟動
setup.console.badge_fail,失敗
setup.console.badge_live,在線
setup.console.preparing_detail,正在準備啟動前 runtime 檢查。
setup.console.standby_detail,已準備啟動 ComfyUI backend。
setup.console.booting_detail,Backend process 正在啟動。\n正在監看日誌串流和連接埠探測。
setup.console.failed_detail,啟動流程失敗。\n請查看 console log 後重試。
setup.console.online_detail,ComfyUI backend 可存取，已準備交給 Nexus。
setup.steps.welcome.title,開始
setup.steps.welcome.description,初始化 Nexus setup deck，並準備本地 command center。
setup.steps.core_link.title,Core Link 檢查
setup.steps.core_link.description,初始化環境工具並準備本地 runtime 基礎。
setup.steps.comfy_core.title,ComfyUI Core
setup.steps.comfy_core.description,下載或驗證 ComfyUI core 套件和 workspace 資料夾。
setup.steps.base_resources.title,Base Resources
setup.steps.base_resources.description,下載預設 Stable Diffusion checkpoint 和必要 asset。
setup.steps.manager.title,ComfyUI-Manager
setup.steps.manager.description,安裝並驗證用於維護命令的 manager extension。
setup.steps.hud_bridge.title,Nexus Bridge
setup.steps.hud_bridge.description,安裝 HUD telemetry provider 和獨立的 Nexus bridge 擴充。
setup.steps.dependencies.title,Dependencies
setup.steps.dependencies.description,修復已設定的 ComfyUI Python runtime 和 CUDA 套件。
setup.steps.server.title,Server Standby
setup.steps.server.description,使用設定的伺服器選項啟動 ComfyUI，並等待本地連接埠。
setup.steps.launch.title,啟動 Nexus
setup.steps.launch.description,伺服器就緒後交給現有 WebView login sequence。
loading.preparing_nexus_title,正在準備 Nexus
loading.preparing_nexus_detail,正在連接 ComfyUI 並準備工作區。
loading.preparing_nexus_status,PREPARING NEXUS...
loading.bridge_online_title,Nexus 已連線
loading.bridge_online_detail,已確認與 ComfyUI 的連線。
loading.bridge_online_status,NEXUS READY
loading.finalizing_title,正在完成工作區
loading.finalizing_detail,正在掛載工具、同步 shell controls，並準備顯示介面。
loading.finalizing_status,PLEASE STAND BY // PREPARING WORKSPACE...
loading.comfy_unreachable_title,無法連接 ComfyUI Core
loading.comfy_unreachable_status,COMFYUI CORE UNREACHABLE // RETRYING...
loading.bridge_timeout_title,Nexus 連線逾時
loading.bridge_timeout_detail,Nexus 未能完成與 ComfyUI 的連線。請檢查 Nexus bridge 擴充後再試一次。
loading.bridge_timeout_status,NEXUS CONNECTION TIMEOUT // SETUP AVAILABLE
toast.interrupting_job,正在中斷目前任務...
setup.gpu.scanning,掃描中...
setup.console.boot_canceled,伺服器就緒前啟動流程已取消。
setup.console.boot_failed_with_message,啟動流程失敗：{0}
setup.console.maintenance_completed,Setup maintenance 已完成。啟動前請繼續完成設定。
views.shell.header_view.nexus_status,Nexus 狀態
views.shell.header_view.nexus_status_help,開啟目前 Nexus 狀態操作。
views.rail.rail_view.collapse,收合側欄
views.rail.rail_view.collapse_help,隱藏目前側欄面板。
views.overlays.canvas_toolbar_view.help_center_help,開啟 Nexus 說明。
views.overlays.canvas_toolbar_view.terminal_help,切換 ComfyUI 終端機面板。
views.overlays.canvas_toolbar_view.shortcuts_help,切換快捷鍵參考面板。
views.overlays.canvas_toolbar_view.mode,畫布模式
views.overlays.canvas_toolbar_view.mode_help,在畫布拖曳模式和選取模式之間切換。
views.overlays.canvas_toolbar_view.fit_help,將圖適應到可見畫布。
views.overlays.canvas_toolbar_view.zoom,縮放控制
views.overlays.canvas_toolbar_view.zoom_help,開啟 ComfyUI 縮放控制。
views.overlays.canvas_toolbar_view.map_help,切換 ComfyUI 小地圖。
views.overlays.canvas_toolbar_view.links_help,切換 ComfyUI 連線可見性。
views.shell.control_deck_view.reboot,重新啟動系統
views.shell.control_deck_view.reboot_help,使用目前 Nexus 設定重新啟動 ComfyUI 後端。
views.shell.control_deck_view.bridge_trace,Bridge 追蹤
views.shell.control_deck_view.bridge_trace_help,切換詳細 Nexus Bridge 診斷。
views.shell.control_deck_view.web_logs,Web 日誌
views.shell.control_deck_view.web_logs_help,切換 ComfyUI WebView 日誌轉送。
views.shell.control_deck_view.devtools,DevTools
views.shell.control_deck_view.devtools_help,切換 WebView DevTools 存取。
views.shell.control_deck_view.ui_isolation,UI 隔離
views.shell.control_deck_view.ui_isolation_help,切換 ComfyUI Web UI 隔離規則。
views.shell.control_deck_view.patch_hud,修補本地 HUD
views.shell.control_deck_view.patch_hud_help,將本地 HUD 修補複製到目前 ComfyUI custom nodes 資料夾。
views.shell.control_deck_view.patch_bridge,修補 Nexus Bridge
views.shell.control_deck_view.patch_bridge_help,將 Nexus Bridge 擴充複製到目前 ComfyUI custom nodes 資料夾。
views.shell.control_deck_view.log_file,日誌檔案
views.shell.control_deck_view.log_file_help,開啟最新 Nexus 執行階段日誌。
views.shell.control_deck_view.log_open,開啟
views.shell.control_deck_view.clear,清空主控台
views.shell.control_deck_view.clear_help,清空 Nexus 主控台日誌視圖。
views.rail.tools.assets.assets_browser_view.add_bookmark,新增書籤
views.rail.tools.assets.assets_browser_view.add_bookmark_help,將目前資產位置新增到書籤。
views.rail.tools.assets.assets_browser_view.remove_bookmark,移除書籤
views.rail.tools.assets.assets_browser_view.remove_bookmark_help,移除選取的資產書籤。
views.rail.tools.assets.assets_browser_view.refresh_help,重新整理目前資產根目錄。
views.rail.tools.assets.assets_browser_view.open_current_folder_in_explorer_help,在檔案總管中開啟目前資產資料夾。
views.rail.tools.assets.assets_browser_view.clear_search,清除資產搜尋
views.rail.tools.assets.assets_browser_view.clear_search_help,清除資產搜尋文字。
views.rail.tools.media_assets.media_assets_view.output_help,顯示生成的 output 媒體。
views.rail.tools.media_assets.media_assets_view.input_help,顯示 input 媒體檔案。
views.rail.tools.media_assets.media_assets_view.sort,排序媒體
views.rail.tools.media_assets.media_assets_view.sort_help,切換媒體排序順序。
views.rail.tools.media_assets.media_assets_view.view_mode_help,變更縮圖欄數。
views.rail.tools.media_assets.media_assets_view.refresh_help,重新整理目前媒體資料夾。
views.rail.tools.media_assets.media_assets_view.open_folder_help,在檔案總管中開啟目前媒體資料夾。
views.rail.tools.media_assets.media_assets_view.clear_search,清除媒體搜尋
views.rail.tools.media_assets.media_assets_view.clear_search_help,清除媒體搜尋文字。
views.rail.tools.media_assets.media_assets_view.select_all_help,選取目前視圖中的所有媒體檔案。
views.rail.tools.media_assets.media_assets_view.deselect_all_help,清除目前媒體選取。
views.overlays.command_menu_view.restart_server_help,使用目前 Nexus 設定重新啟動 ComfyUI backend。
views.overlays.command_menu_view.settings_help,開啟 Nexus 設定。
views.overlays.command_menu_view.help_help,開啟 Nexus 說明。
views.overlays.command_menu_view.about_help,開啟 Nexus 版本與執行環境資訊。
views.overlays.command_menu_view.exit_help,關閉 Nexus。若 ComfyUI 正在執行，可選擇如何處理伺服器。
views.overlays.canvas_mode_menu_view.select_help,使用選取模式操作節點與畫布物件。
views.overlays.canvas_mode_menu_view.hand_help,使用 hand 模式平移畫布。
