key,text
setup.venv.launch_mode_updated,Python 실행 모드를 업데이트했습니다.
setup.venv.setup_failed,Python 환경 설정에 실패했습니다: {0}
setup.venv.option_create,Create
setup.venv.option_create_description,격리된 ComfyUI .venv를 생성합니다. 대부분의 사용자에게 권장합니다.
setup.venv.option_reset,Reset
setup.venv.option_reset_description,.venv를 삭제하고 깨끗하게 다시 생성합니다.
setup.venv.option_reset_incomplete_description,불완전한 .venv를 삭제하고 다시 생성합니다.
setup.venv.option_keep,Keep Existing
setup.venv.option_keep_description,기존 .venv를 그대로 사용합니다.
setup.pip_cache.title,pip cache
setup.pip_cache.description,Nexus가 관리하는 pip 다운로드/빌드 캐시 위치를 제어합니다.\n설치된 Python 패키지 위치는 바뀌지 않습니다.
setup.pip_cache.unsupported_option,지원하지 않는 pip cache 옵션입니다.
setup.pip_cache.invalid_folder,유효한 pip cache 폴더를 선택하세요.
setup.pip_cache.details_pip_default,pip가 캐시 위치를 직접 선택합니다.\nNexus는 관리하는 pip 명령에 PIP_CACHE_DIR을 설정하지 않습니다.
setup.pip_cache.details_nexus_default,Nexus default pip cache가 활성화되어 있습니다.
setup.pip_cache.details_custom,Custom pip cache가 활성화되어 있습니다.
setup.pip_cache.option_pip_default,pip default
setup.pip_cache.option_pip_default_description,선택된 Python 또는 .venv의 pip가 자체 캐시를 선택하게 둡니다.
setup.pip_cache.option_nexus_default,Nexus default
setup.pip_cache.option_nexus_default_description,pip cache를 LocalRuntime 아래에 저장합니다.
setup.pip_cache.option_custom,Custom
setup.pip_cache.option_custom_description,전용 pip cache 폴더를 선택합니다.
setup.model_library.invalid_folder,유효한 모델 라이브러리 폴더를 선택하세요.
setup.model_library.already_connected_selected,선택한 모델 라이브러리는 이미 연결되어 있습니다.
setup.model_library.already_connected,이 모델 라이브러리는 이미 연결되어 있습니다.
setup.model_library.option_connect,라이브러리 연결
setup.model_library.option_replace,교체
setup.model_library.option_replace_indexed,라이브러리 {0} 교체
setup.model_library.option_remove,제거
setup.model_library.option_remove_indexed,라이브러리 {0} 제거
setup.model_library.option_add,라이브러리 추가
setup.model_library.restart_hint,변경 사항은 다음 ComfyUI 시작부터 적용됩니다.
setup.model_library.unavailable,하나 이상의 외부 모델 라이브러리를 사용할 수 없습니다.
setup.model_library.needs_sync,외부 모델 라이브러리 설정을 동기화해야 합니다.
setup.status.label,상태
setup.status.pending,대기
setup.status.working,작업 중
setup.status.ready,준비됨
setup.status.setup,설정
setup.status.optional,선택
setup.status.missing,누락
setup.status.error,오류
setup.status.probing,점검 중...
setup.status.checking,확인 중...
setup.status.installing,설치 중...
setup.status.install,설치
setup.status.config,설정
setup.status.edit,편집
setup.common.probing,시스템 환경을 점검하는 중...
setup.common.pending_detail,대기 중...
setup.common.option_install_builtin,내장 설치
setup.common.option_manual_selection,수동 선택
setup.common.option_keep_next,기존 항목 유지 (다음)
setup.common.install_service_missing,설치 서비스가 초기화되지 않았습니다.
setup.common.probe_failed,{0} 점검 실패: {1}
setup.git.title,Git Core Engine
setup.git.description,ComfyUI와 custom node를 동기화하기 위한 버전 관리 시스템입니다.
setup.git.system_detected,System Git (v{0})을 감지했습니다.
setup.git.system_missing,System Git을 찾을 수 없습니다. 내장 설치가 필요합니다.
setup.git.option_system,System Git 사용
setup.git.option_system_description,System Git v{0}을 사용합니다.
setup.git.option_builtin_description,"격리된 portable Git을 설치합니다."
setup.git.option_manual_description,git.exe 경로를 직접 선택합니다.
setup.git.using_system,System Git v{0} 사용 중
setup.git.using_builtin,내장 Git v{0} 사용 중
setup.git.custom_selected,Custom Git 경로를 선택했습니다.
setup.git.using_custom,Custom Git 사용 중: {0}
setup.git.system_unavailable,System Git이 없거나 접근할 수 없습니다. Built-in 모드로 바꾸거나 전역 Git을 다시 설치하세요.
setup.git.install_service_missing,설치 서비스가 초기화되지 않아 이 단계에서 Git 패키지를 압축 해제할 수 없습니다.
setup.git.extract_success,Git 패키지를 압축 해제했습니다.
setup.git.extract_failed,Git 압축 해제 실패: {0}
setup.python.title,Python Runtime
setup.python.description,ComfyUI backend를 실행하는 독립 Python 엔진입니다.
setup.python.system_detected,System Python (v{0})을 감지했습니다.
setup.python.system_missing,System Python을 찾을 수 없습니다. 내장 설치가 필요합니다.
setup.python.option_system,System Python 사용
setup.python.option_system_description,System Python v{0}을 사용합니다.
setup.python.option_builtin_description,격리된 Python runtime을 설치합니다.
setup.python.option_manual_description,python.exe 경로를 직접 선택합니다.
setup.python.using_system,System Python v{0} 사용 중
setup.python.using_builtin,내장 Python v{0} 사용 중
setup.python.custom_selected,Custom Python 경로를 선택했습니다.
setup.python.using_custom,Custom Python 사용 중: {0}
setup.python.system_unavailable,System Python을 선택했지만 사용할 수 없습니다. Built-in으로 전환하세요.
setup.python.install_success,Python runtime을 설치했습니다.
setup.python.install_failed,Python runtime 설치 실패: {0}
setup.comfy_core.title,ComfyUI Core & Venv
setup.comfy_core.description,메인 backend 소스 코드와 Python virtual environment입니다.
setup.comfy_core.ready_to_install,ComfyUI Core와 .venv를 설치할 준비가 되었습니다.
setup.comfy_core.option_default_path,기본 경로 사용
setup.comfy_core.option_custom_path,Custom 경로 선택
setup.comfy_core.recover_failed,ComfyUI Core 복구 실패: {0}
setup.base_model.title,Base Model Checkpoint
setup.base_model.description,이미지 생성을 위해 필요한 기본 Stable Diffusion 모델입니다.
setup.base_model.present,Base model이 준비되어 있습니다.
setup.base_model.missing,Base model checkpoint가 없습니다.
setup.base_model.option_download,모델 다운로드
setup.base_model.option_skip,나중에 하기
setup.base_model.skipped,Base model 다운로드를 건너뛰었습니다.
setup.base_model.download_success,Base model을 다운로드했습니다.
setup.base_model.download_failed,Base model 다운로드 실패: {0}
setup.extensions.title,ComfyUI Extensions
setup.extensions.description,Nexus를 구동하기 위한 필수 확장입니다.
setup.extensions.item_installed,{0}: 설치됨
setup.extensions.item_pending,{0}: 설치 대기
setup.extensions.check_failed,Extension 점검 실패: {0}
setup.extensions.option_install,Extensions 설치
setup.extensions.prepare_success,관리 대상 extensions를 준비했습니다. Python 설치 스크립트는 서버 부팅 전에 실행됩니다.
setup.extensions.install_failed,Manager/Extensions 설치 실패: {0}
common.next,다음
setup.action.launch_nexus,NEXUS 실행
setup.status.requirements_pending,필수 항목 대기
setup.console.recover_boot_title,Runtime을 복구하고 부팅할까요?
setup.console.recover_boot_message,ComfyUI requirements를 동기화하고 선택된 서버 runtime에 맞는 CUDA PyTorch wheel을 복구합니다.\n이후 Nexus가 서버를 시작합니다. 몇 분 정도 걸릴 수 있습니다.\n\n대상: {0}
setup.console.recover_boot,복구 및 부팅
setup.console.state_standby,대기
setup.console.state_initializing,초기화 중
setup.console.state_booting,부팅 중
setup.console.state_failed,실패
setup.console.state_online,온라인
setup.console.badge_ready,준비
setup.console.badge_boot,부팅
setup.console.badge_fail,실패
setup.console.badge_live,활성
setup.console.preparing_detail,부팅 전 runtime 점검을 준비하는 중입니다.
setup.console.standby_detail,ComfyUI backend를 시작할 준비가 되었습니다.
setup.console.booting_detail,Backend process를 시작하고 있습니다. 로그와 포트 응답을 확인합니다.
setup.console.failed_detail,부팅 시퀀스가 실패했습니다. Console log를 확인하고 다시 시도하세요.
setup.console.online_detail,ComfyUI backend에 연결되었고 Nexus hand-off 준비가 끝났습니다.
setup.steps.welcome.title,시작
setup.steps.welcome.description,Nexus setup deck을 초기화하고 로컬 command center를 준비합니다.
setup.steps.core_link.title,Core Link 점검
setup.steps.core_link.description,환경 도구를 초기화하고 로컬 runtime 기반을 준비합니다.
setup.steps.comfy_core.title,ComfyUI Core
setup.steps.comfy_core.description,ComfyUI core 패키지와 workspace 폴더를 다운로드하거나 확인합니다.
setup.steps.base_resources.title,Base Resources
setup.steps.base_resources.description,기본 Stable Diffusion checkpoint와 필수 asset을 다운로드합니다.
setup.steps.manager.title,ComfyUI-Manager
setup.steps.manager.description,유지보수 명령에 사용하는 manager extension을 설치하고 확인합니다.
setup.steps.hud_bridge.title,Nexus HUD Bridge
setup.steps.hud_bridge.description,HUD bridge, native action relay, 내장 ComfyUI 연동을 패치합니다.
setup.steps.dependencies.title,Dependencies
setup.steps.dependencies.description,설정된 ComfyUI Python runtime과 CUDA 패키지를 복구합니다.
setup.steps.server.title,Server Standby
setup.steps.server.description,설정된 서버 옵션으로 ComfyUI를 시작하고 로컬 포트를 기다립니다.
setup.steps.launch.title,Nexus 실행
setup.steps.launch.description,서버가 준비되면 기존 WebView login sequence로 넘깁니다.
loading.bridge_online_title,Neural Bridge Online
loading.bridge_online_detail,ComfyUI가 shell handshake에 응답했습니다.
loading.bridge_online_status,WELCOME TO NEXUS
loading.finalizing_title,작업 공간 마무리 중
loading.finalizing_detail,"도구를 연결하고, shell control을 동기화하고, 화면 전환을 준비합니다."
loading.finalizing_status,PLEASE STAND BY // PREPARING WORKSPACE...
loading.comfy_unreachable_title,ComfyUI Core에 연결할 수 없음
loading.comfy_unreachable_status,COMFYUI CORE UNREACHABLE // RETRYING...
loading.bridge_timeout_title,Bridge Handshake Timeout
loading.bridge_timeout_detail,PROTOS가 제한 시간 안에 응답하지 않았습니다. HUD bridge가 없거나 불완전할 수 있습니다.
loading.bridge_timeout_status,PROTOS TIMEOUT // SETUP AVAILABLE
toast.interrupting_job,현재 작업을 중단하는 중...
setup.gpu.scanning,스캔 중...
setup.console.boot_canceled,서버가 준비되기 전에 부팅 시퀀스가 취소되었습니다.
setup.console.boot_failed_with_message,부팅 시퀀스 실패: {0}
setup.console.maintenance_completed,Setup maintenance가 완료되었습니다. 부팅 전에 설정을 계속 진행하세요.
