key,text
setup.steps.comfy_core.title,ComfyUI Core
setup.steps.comfy_core.description,下载或验证 ComfyUI core 包和 workspace 文件夹。
setup.steps.base_resources.title,Base Resources
setup.steps.base_resources.description,下载默认 Stable Diffusion checkpoint 和必要 asset。
setup.steps.manager.title,ComfyUI-Manager
setup.steps.manager.description,安装并验证用于维护命令的 manager extension。
setup.steps.hud_bridge.title,Nexus Bridge
setup.steps.hud_bridge.description,安装 HUD telemetry provider 和独立的 Nexus bridge 扩展。
setup.steps.dependencies.title,Dependencies
setup.steps.dependencies.description,修复已配置的 ComfyUI Python runtime 和 CUDA 包。
setup.steps.server.title,Server Standby
setup.steps.server.description,使用配置的服务器选项启动 ComfyUI，并等待本地端口。
setup.steps.launch.title,启动 Nexus
setup.steps.launch.description,服务器就绪后交给现有 WebView login sequence。
loading.preparing_nexus_title,正在准备 Nexus
loading.preparing_nexus_detail,正在连接 ComfyUI 并准备工作区。
loading.preparing_nexus_status,PREPARING NEXUS...
loading.bridge_online_title,Nexus 已连接
loading.bridge_online_detail,已确认与 ComfyUI 的连接。
loading.bridge_online_status,NEXUS READY
loading.finalizing_title,正在完成工作区
loading.finalizing_detail,正在挂载工具、同步 shell controls，并准备显示界面。
loading.finalizing_status,PLEASE STAND BY // PREPARING WORKSPACE...
loading.comfy_unreachable_title,无法连接 ComfyUI Core
loading.comfy_unreachable_status,COMFYUI CORE UNREACHABLE // RETRYING...
loading.bridge_timeout_title,Nexus 连接超时
loading.bridge_timeout_detail,Nexus 未能完成与 ComfyUI 的连接。请检查 Nexus bridge 扩展后重试。
loading.bridge_timeout_status,NEXUS CONNECTION TIMEOUT // SETUP AVAILABLE
toast.interrupting_job,正在中断当前任务...
setup.console.boot_canceled,服务器就绪前启动流程已取消。
setup.console.boot_failed_with_message,启动流程失败：{0}
setup.console.maintenance_completed,设置维护已完成。\n请在启动前继续完成设置。
views.shell.header_view.nexus_status,Nexus 状态
views.shell.header_view.nexus_status_help,打开当前 Nexus 状态操作。
views.rail.rail_view.collapse,收起侧栏
views.rail.rail_view.collapse_help,隐藏当前侧栏面板。
views.overlays.canvas_toolbar_view.help_center_help,打开 Nexus 帮助。
views.overlays.canvas_toolbar_view.terminal_help,切换 ComfyUI 终端面板。
views.overlays.canvas_toolbar_view.shortcuts_help,切换快捷键参考面板。
views.overlays.canvas_toolbar_view.mode,画布模式
views.overlays.canvas_toolbar_view.mode_help,在画布拖拽模式和选择模式之间切换。
views.overlays.canvas_toolbar_view.fit_help,将图适配到可见画布。
views.overlays.canvas_toolbar_view.zoom,缩放控制
views.overlays.canvas_toolbar_view.zoom_help,打开 ComfyUI 缩放控制。
views.overlays.canvas_toolbar_view.map_help,切换 ComfyUI 小地图。
views.overlays.canvas_toolbar_view.links_help,切换 ComfyUI 连线可见性。
views.shell.control_deck_view.reboot,重启系统
views.shell.control_deck_view.reboot_help,使用当前 Nexus 设置重启 ComfyUI 后端。
views.shell.control_deck_view.patch_hud,修补本地 HUD
views.shell.control_deck_view.patch_hud_help,将本地 HUD 补丁复制到当前 ComfyUI custom nodes 文件夹。
views.shell.control_deck_view.patch_bridge,修补 Nexus Bridge
views.shell.control_deck_view.patch_bridge_help,将 Nexus Bridge 扩展复制到当前 ComfyUI custom nodes 文件夹。
views.shell.control_deck_view.log_file,日志文件
views.shell.control_deck_view.log_file_help,打开最新 Nexus 运行时日志。
views.shell.control_deck_view.log_open,打开
views.shell.control_deck_view.clear,清空控制台
views.shell.control_deck_view.clear_help,清空 Nexus 控制台日志视图。
views.rail.tools.assets.assets_browser_view.add_bookmark,添加书签
views.rail.tools.assets.assets_browser_view.add_bookmark_help,将当前资产位置添加到书签。
views.rail.tools.assets.assets_browser_view.remove_bookmark,移除书签
views.rail.tools.assets.assets_browser_view.remove_bookmark_help,移除选中的资产书签。
views.rail.tools.assets.assets_browser_view.refresh_help,刷新当前资产根目录。
views.rail.tools.assets.assets_browser_view.open_current_folder_in_explorer_help,在资源管理器中打开当前资产文件夹。
views.rail.tools.assets.assets_browser_view.clear_search,清除资产搜索
views.rail.tools.assets.assets_browser_view.clear_search_help,清除资产搜索文本。
views.rail.tools.media_assets.media_assets_view.output_help,显示生成的 output 媒体。
views.rail.tools.media_assets.media_assets_view.input_help,显示 input 媒体文件。
views.rail.tools.media_assets.media_assets_view.sort,排序媒体
views.rail.tools.media_assets.media_assets_view.sort_help,切换媒体排序顺序。
views.rail.tools.media_assets.media_assets_view.view_mode_help,更改缩略图列数。
views.rail.tools.media_assets.media_assets_view.refresh_help,刷新当前媒体文件夹。
views.rail.tools.media_assets.media_assets_view.open_folder_help,在资源管理器中打开当前媒体文件夹。
views.rail.tools.media_assets.media_assets_view.clear_search,清除媒体搜索
views.rail.tools.media_assets.media_assets_view.clear_search_help,清除媒体搜索文本。
views.rail.tools.media_assets.media_assets_view.select_all_help,选择当前视图中的所有媒体文件。
views.rail.tools.media_assets.media_assets_view.deselect_all_help,清除当前媒体选择。
views.overlays.command_menu_view.restart_server_help,使用当前 Nexus 设置重启 ComfyUI backend。
views.overlays.command_menu_view.settings_help,打开 Nexus 设置。
views.overlays.command_menu_view.help_help,打开 Nexus 帮助。
views.overlays.command_menu_view.about_help,打开 Nexus 版本和运行环境信息。
views.overlays.command_menu_view.exit_help,关闭 Nexus。若 ComfyUI 正在运行，可选择如何处理服务器。
views.overlays.canvas_mode_menu_view.select_help,使用选择模式操作节点和画布对象。
views.overlays.canvas_mode_menu_view.hand_help,使用 hand 模式平移画布。
tooling.path.drive_notice,"Nexus 临时安装工具驱动器\n\n此驱动器出现的原因\n仅当 Python、Git、pip 或解压等安装工具正在运行时，Nexus 才会创建临时驱动器别名。\n该别名可保持 Windows 路径足够短，以便安装工具稳定运行。\n\n正常行为\n当前 Nexus 设置、修复、更新或安装任务完成后，此驱动器会自动消失。\nNexus 运行时无需执行任何操作。\n\n如果 Nexus 关闭或崩溃后此驱动器仍然存在\n1. 确认 Nexus for ComfyUI 已经完全退出。\n2. 在此文件夹中双击 UNMOUNT_THIS_NEXUS_DRIVE.cmd。\n3. 仅在您想移除驱动器时才确认 Windows 提示。\n\n安全性\n卸载脚本只会移除指向此 Nexus 运行时文件夹的临时驱动器别名。\n它不会移除无关驱动器或用户创建的映射。"
